userName,app,score,at,content,normalized_text
Siti Kusmilah,Gojek,5,2026-04-21 09:38:39,membantu klw bisa ongkir nya di kurangi🙏🏻🙏🏻,bantu klw ongkir nya kurang
Erik Prasongko,Gojek,5,2026-04-21 09:34:02,baik murah,baik murah
Rudyanto,Gojek,1,2026-04-21 09:24:19,"yang bener buat aplikasi, orang pesen 1 datengnya smpe 3x mending yang di pesen murah gpp, ini yg di pesen mahal",bener buat aplikasi orang sen datengnya smpe x mending sen murah gpp yang di sen mahal
Marolop Silalahi,Gojek,5,2026-04-21 09:09:10,mantap,mantap
zaa,Gojek,4,2026-04-21 09:06:27,saran bikin aplikasi gofood sendiri biar yang tujuannya pake gojek cuma buat pesen mkan gaperlu ngehabisin terlalu banyak memori,saran bikin aplikasi go food sendiri biar tuju pakai gojek cuma buat sen mkan gaperlu ngehabisin terlalu banyak memori
Iffa Atfia,Gojek,1,2026-04-21 08:25:26,driver manja gamau anter masuk mall padahal saya kasih uang parkir tolong perbaiki sistemnya ya saya gaakan rekomen gojek ke semua orang kalau msih kaya gini,pengemudi manja gamau anter masuk mall padahal kasih uang parkir baik sistem saya gaakan rekomen gojek semua orang kalau msih kaya gin
Suheli Mana,Gojek,5,2026-04-21 08:20:15,cepat dan nyaman diperjalanan,cepat nyaman jalan
nami,Gojek,1,2026-04-21 08:09:04,gajelas drivernya,gajelas drivernya
Yeong Hon,Gojek,1,2026-04-21 08:05:44,"setiap go food pakai gopay selalu di lambat lambatin,,,, sampek nunggu 3 jam",go food pakai gopay selalu lambat lambatin sampek nunggu jam
Reza Permana,Gojek,5,2026-04-21 07:43:01,cakeppppp dapat membantu pekerjaan orang,cakeppppp bantu kerja orang
Heru Khaeruddin,Gojek,3,2026-04-21 07:40:23,"sekarang driver pada seenaknya cancel pesanan, padahal udah nunggu lama, emang gada sangsi atau apa gitu?",sekarang pengemudi enak cancel pesan padahal sudah nunggu lama emang gada sangsi apa gitu
Oka Ravael,Gojek,5,2026-04-21 07:38:53,just 5 star!,just star
Arkaan Muzakki,Gojek,5,2026-04-21 07:31:15,Coba dulu....,coba dulu
Isma Yanti,Gojek,5,2026-04-21 07:29:42,bagus gampang bnget,bagus gampang bnget
doyokk Doyok,Gojek,5,2026-04-21 07:28:23,banyakin ptomonya,banyakin ptomonya
Khurielyyy Yyy,Gojek,5,2026-04-21 07:26:39,game bolak balok kok kaga ada bang,game bolak balok kok kaga bang
Fauzan Bae,Gojek,5,2026-04-21 07:22:39,"saya udah pake apk gojek lebih dari 3th apk ini bagus ,driver 99% ramah,sopan dan profesional 🤩",sudah pakai apk gojek lebih th apk bagus pengemudi ramahsopan profesional
Ina,Gojek,5,2026-04-21 07:13:12,sangat membantu,sangat bantu
Oni Abdul Ghoni,Gojek,1,2026-04-21 07:01:57,"Gak punya hati sama sekali n gak punya otak sama sekali. klo ada masalah, yg jawab Robot mesin. jd gak pernah ada solusi jawaban nya itu terus mau qta tanya ribuan kali, jawaban nya tetep sama. Robot semuanya",tidak punya hati sama sekali n tidak punya otak sama sekali kalau masalah yang jawab robot mesin jd tidak pernah solusi jawab nya terus mau qta tanya ribu kali jawab nya tetep sama robot semua
Solihin Bali,Gojek,5,2026-04-21 07:00:03,kerenlah mantaf semangatt,keren mantaf semangatt
rais harira ggs,Gojek,5,2026-04-21 06:58:10,harga tersangka murah dan wort it driver nya ramah dan pelayanan nya oke sih,harga sangka murah wort it pengemudi nya ramah layan nya baik sih
Roy Jakun,Gojek,5,2026-04-21 06:49:25,Senang sekali pakai aplikasi gojek,senang sekali pakai aplikasi gojek
Sedyo Rahmat,Gojek,2,2026-04-21 06:44:06,"saya salah transfer tapi nggak juga ditanggapi dan saldo tidak kembali, padahal nomer yang saya transfer udah nggak aktif",salah transfer tanggap saldo kembali padahal nomer saya transfer sudah tidak aktif
Lumen christi,Gojek,4,2026-04-21 06:36:31,tepat waktu dan menyenangkan,tepat waktu senang
Asep Bonne,Gojek,5,2026-04-21 06:34:17,murah dan cepat,murah cepat
dy89 Wiliam,Gojek,5,2026-04-21 06:15:43,mantap,mantap
Zaldi Aditama,Gojek,3,2026-04-21 06:09:30,"susah dapet drivernya , sekalinya dapet jauh banget",susah dapet drivernya sekali dapet jauh banget
atika Sella,Gojek,2,2026-04-21 05:51:49,"cape kali lihtnya ya, asal dapat pda jauh semua dah gitu gak gerak"" lagi pas dh di pesan cape nunggu nya tolong dong gmna ni, bolak balik saya batalin jadiny",cape kali lihtnya asal pda jauh semua sudah gitu tidak gerak pas dh pesan cape nunggu nya dong gmna ni bolak balik batalin jadiny
arifin refila,Gojek,5,2026-04-21 05:41:31,amanah,amanah
Hendra Tagap,Gojek,5,2026-04-21 05:41:04,on time dan kendaraan bersih,on time kendara bersih
Wahyu Wilda Firmansyah,Gojek,5,2026-04-21 05:33:01,Mantap lumayan,mantap lumayan
Adisty Adisty,Gojek,1,2026-04-21 05:21:02,"jelekk bgt asal buka aplikasi gojekkkkk gada sinyalllllll , parahhhhhhh",jelek banget asal buka aplikasi gojekkkkk gada sinyalllllll parahhhhhhh
Herry Sun,Gojek,5,2026-04-21 05:14:31,Menyenangkan,senang
Rusli Helly,Gojek,5,2026-04-21 04:58:53,sangat membantu,sangat bantu
BATIEX MADREAM CANNEL,Gojek,5,2026-04-21 04:55:58,sangat membantu,sangat bantu
Trisna andre,Gojek,5,2026-04-21 04:37:08,apk ini sangat bagus buat orang yg mageran masak/beli makanan diluar kaya aku.,apk sangat bagus buat orang yang mageran masakbeli makan luar kaya saya
Alwiyahya 74,Gojek,4,2026-04-21 04:35:31,"Min, minta tolong dong sediain opsi pembayaran pakai QRIS🙏🏻🙏🏻",min minta dong ain opsi bayar pakai qris
Firman Arif,Gojek,5,2026-04-21 04:34:22,baik pelayanannya,baik layan
Citra Simanjuntak,Gojek,5,2026-04-21 04:06:01,senang bersama gojek,senang sama gojek
Nur Sarjono,Gojek,1,2026-04-21 03:24:05,saya mau daftar akun tp otp yg dikirim kok salah terus y??,mau daftar akun tapi otp yang kirim kok salah terus y
Gunawan Budi Santoso,Gojek,5,2026-04-21 03:19:28,sangat membantu,sangat bantu
Rasyad Sabilir,Gojek,5,2026-04-21 03:11:35,mantap,mantap
Daeng Pallawa gau,Gojek,5,2026-04-21 02:46:32,sopn dan rama full...,sopn rama full
N1KA,Gojek,1,2026-04-21 02:05:09,gak bisa lihat lokasi driver sekarang. gimana kalau makanan di kasih sesuatu?,tidak lihat lokasi pengemudi sekarang bagaimana kalau makan kasih
Sheira Ananda Darmawan,Gojek,1,2026-04-21 01:58:59,"go transit sama sekali ga bisa dipake, mohon bantuannya",go transit sama sekali tidak dipake mohon bantu
kuban oyen,Gojek,1,2026-04-21 01:51:48,susah dapat driver di daerah ku 🥲,susah pengemudi daerah ku
xiaomi note4,Gojek,5,2026-04-21 01:40:05,pelayanannya sangat bagus.. terimakasih,layan sangat bagus terimakasih
muhamad wahyudi,Gojek,5,2026-04-21 01:39:41,yes oke bagus baik essipp,yes baik bagus baik essipp
Nelly Putriharjo,Gojek,5,2026-04-21 01:28:20,baguss,bagus
MR KHAISAR,Gojek,5,2026-04-21 01:26:14,mantap,mantap
feldy maulana,Gojek,3,2026-04-21 01:18:17,"Tolong dong untuk pemesanan Gofood, padahal di restoran buka, tapi kok di Apps tutup, yang sesuai dong antara di fisik dan di Apps, masa resto buka tapi di Apps tutup",dong mesan go food padahal restoran buka kok apps tutup sesuai dong di fisik di apps masa resto buka di apps tutup
Eka,Gojek,5,2026-04-21 00:16:36,"Sangat bermanfaat saat di area kota, mau kemana aja bisa, kuncinya 1 punya uang 😂",sangat manfaat di area kota mau aja kunci punya uang
Iis Iis,Gojek,5,2026-04-21 00:15:55,"cepat, sangat baik",cepat sangat baik
Muhammad Rafli Fadhilah,Gojek,4,2026-04-21 00:09:06,"Tolong hapus fitur ambil order otomatis untuk driver. Sering dapet driver yang diem terus ga gerak2, atau malah ada driver yang ambil order saya tapi malah menjauh dari posisi saya. Atau mungkin lebih baik ada fitur tombol ""ambil"" yang harus diklik secara manual oleh driver ketika mendapatkan orderan, dan tombol tersebut memiliki batas waktu beberapa detik. Tapi notifikasi ""orderan terambil"" dari sisi pengguna muncul ketika driver telah meng-accept orderan yang terambil otomatis. Terimakasih",hapus fitur ambil pesan otomatis pengemudi sering dapet pengemudi diem terus tidak gerak malah pengemudi ambil pesan malah jauh posisi atau mungkin lebih baik fitur tombol ambil harus klik manual pengemudi dapat pesan tombol sebut milik batas waktu beberapa detik tapi notifikasi pesan ambil sisi guna muncul pengemudi mengaccept pesan ambil otomatis terimakasih
Agus Sarwono,Gojek,5,2026-04-20 23:49:07,SANGAT AMAN DAN NYAMAN,sangat aman nyaman
ZULQIRAM,Gojek,3,2026-04-20 23:45:19,senang,senang
topek unyil,Gojek,5,2026-04-20 23:12:06,sesuai aplikasi,sesuai aplikasi
Zelia Widiana azzahra,Gojek,1,2026-04-20 23:11:32,"driver gada yang niat kerja. padahal jarak nya deket, tapi ga mau jalan. udah gitu gamau cancel dri drivernya. udah gitu selalu daper driver jauh, giliran yang deket juga pada males malesan. padahal jarak penjemputan cuma 500m di bilang jauh.",pengemudi gada niat kerja padahal jarak nya deket tidak mau jalan sudah gitu gamau cancel dri drivernya sudah gitu selalu daper pengemudi jauh gilir deket pada males malesan padahal jarak jemput cuma m bilang jauh
Bintang Palapa,Gojek,5,2026-04-20 23:10:50,perjalanan makin asyik dgn Go car,jalan makin asyik dengan go car
Bambang Susno,Gojek,5,2026-04-20 23:09:46,pesan pengendara cpt dtg&hati2 bw kendaraan,pesan kendara cpt dtghati bw kendara
Ari Nurdianti,Gojek,5,2026-04-20 23:09:02,mantap,mantap
Tjung Purnama,Gojek,1,2026-04-20 23:05:37,jelek karena sering dpt driver yg jauh2. kalo emang tidak ada driver terdekat jangan kasih ke yg jauh. buang2 waktu.,jelek sering dpt pengemudi yang jauh kalo emang ada pengemudi dekat jangan kasih yang jauh buang waktu
Suhendro Hendro,Gojek,5,2026-04-20 22:30:09,"responnya cepat....,.",responnya cepat
Arif hardz_,Gojek,1,2026-04-20 21:16:16,lagi butuh banget tidak bisa daftar :(,butuh banget bisa daftar
Sri Indrawati,Gojek,1,2026-04-20 20:40:14,knapa aplikasi go catnya tidak bisa dibuka?,knapa aplikasi go cat bisa buka
Isnak Rahmat,Gojek,5,2026-04-20 20:13:23,mantap,mantap
Muhammad Dimas,Gojek,1,2026-04-20 19:48:55,semua jdi driver tapi untuk ke food ga ada driver nya miris x,semua jdi pengemudi untuk food tidak pengemudi nya miris x
Nur Govinda Maulana,Gojek,5,2026-04-20 19:12:05,Recomended Banget Untuk Pesan Makanan Soalnya Banyak Promo Di Gofood👌👍,recomended banget pesan makan soal banyak promo go food
Rohim Agung Official,Gojek,1,2026-04-20 18:55:37,"gofood hampir 2 jam, tolong carikan solusi",go food hampir jam cari solusi
Riki Hamdani,Gojek,4,2026-04-20 17:43:55,semoga dapat playlater,moga playlater
Guardian Ananda,Gojek,1,2026-04-20 17:23:14,ditolak trus saat hujan dan tidak ada driver. padahal di apk sebelah bisa nyantol cepet. di apk ini 6-7kali percobaan sama aja. mau gocar gojek. di prioritas pencarian pun tidak dapat. kecewa sayaq,tolak trus hujan tidak pengemudi padahal apk belah nyantol cepet apk kali coba sama aja mau go car gojek prioritas cari tidak kecewa sayaq
Pardi Presso,Gojek,1,2026-04-20 16:26:17,kepinteran nih apk,kepinteran ini apk
Hendi Effendi,Gojek,5,2026-04-20 16:18:25,Gojek sampah susah banget pakainya.,gojek sampah susah banget pakai
Ferdinand sihombing Xzibis,Gojek,5,2026-04-20 16:13:37,sangat bagus,sangat bagus
Mr. A,Gojek,1,2026-04-20 16:01:42,driver terlalu pemilih,pengemudi terlalu pilih
Respati Arum Sari,Gojek,3,2026-04-20 15:20:39,gak bisa komplain langsung ke resto kalau mereka ada kekurangan dalam pesanan. sudah beberapa kali saya mau komplain tp tidak bisa.,tidak komplain langsung resto kalau ada kurang pesan beberapa kali mau komplain tapi bisa
Ahmad Raihan Darmansyah,Gojek,4,2026-04-20 14:58:55,"Kenaikkan harganya lumayan kerasa sih, padahal waktu order (Go-Ride) dari tanggal 20 Februari 2026 masih kena tarif Rp.11,500. Pas tanggal 9 Maret sampe tadi pulang kerja tarifnya udah Rp.14,500 aja.",naik harga lumayan rasa sih padahal waktu pesan goride tanggal februari kena tarif rp pas tanggal maret sampe tadi pulang kerja tarif sudah rp aja
Linda Cantik,Gojek,1,2026-04-20 14:51:04,Kalau Dapat Orderan Itu Lekas Kasihkan Driver. Apalgi Food Kenapa Musti Terjadwal. Kalian Sebagai Aplikator Yang Profesional Lah. Orderan Di tahan Tahan Itu Buat Apa. Pikir Lah Nasib Resto Kalau Makanan Udah Di Buatkan Tapi Belum Kunjung Dapat Driver Bagaimana. Makanan Dingin Resto Yang Rugi,kalau pesan lekas kasih pengemudi apalgi food musti jadwal kalian aplikator profesional lah pesan tahan tahan buat apa pikir lah nasib resto kalau makan sudah buat belum kunjung pengemudi bagaimana makan dingin resto rugi
Muhamad Unang,Gojek,5,2026-04-20 14:40:39,bagus end' cepat tepat,bagus end cepat tepat
Batu 77,Gojek,1,2026-04-20 14:39:13,gofood siantar lambat pengiriman.50-60 menit .belum tentu dapat drivernya.,go food siantar lambat kirim menit tentu drivernya
andreas dimas. n,Gojek,5,2026-04-20 14:30:30,mantabs,mantabs
Nalih Ilham,Gojek,5,2026-04-20 14:30:00,sangat membantu,sangat bantu
Budi Gondrooong,Gojek,2,2026-04-20 14:20:25,"Sebagai perusahaan ""jasa"" tentu layanan yang ramah dan mumpuni dari ""driver"" yang dibutuhkan customer. Dari cara berkendara, cara berkomunikasi, kelengkapan atribut, attitude pelayanan. Karena ""ongkos"" yang dibayar penumpang juga tidak ""murah"". Namun disaat saya ngobrol dengan ""driver"" saat naik gojek, rata2 mereka mengeluh soal ""Potongan"" aplikator yang kelewat tinggi. Padahal perusahaan dengan layanan yang baik seharusnya berbanding lurus dengan ""kesejahteraan"" mitranya.",usaha jasa layan ramah mumpuni pengemudi butuh customer cara kendara cara komunikasi lengkap atribut attitude layan ongkos bayar tumpang tidak murah saat ngobrol pengemudi naik gojek rata keluh soal potong aplikator lewat tinggi padahal usaha layan baik banding lurus sejahtera mitra
Juni Arta,Gojek,1,2026-04-20 13:58:30,drivernya jutek²,drivernya jutek
Nabila,Gojek,4,2026-04-20 13:46:19,besttt,besttt
Suparto dina,Gojek,5,2026-04-20 13:43:44,mantap sekali,mantap sekali
Raja Zaidan,Gojek,5,2026-04-20 13:43:24,mantap,mantap
Yanti,Gojek,5,2026-04-20 13:32:00,bagusss,bagusss
Ahmad Zaidan Zidna Fann,Gojek,2,2026-04-20 13:30:31,"akhir akhir ini saya susah mendapatkan driver gofood, padahal sudah pakai express tetap aja, drivernya udah gaada niat ambil orderan? apa gimana?",akhir akhir saya susah dapat pengemudi go food padahal pakai express tetap aja drivernya sudah gaada niat ambil pesan apa bagaimana
Firmansyah 15,Gojek,1,2026-04-20 13:30:05,"pencarian driver sangat lamaaaaaa,cs susah dihubungiii",cari pengemudi sangat lamaaaaaacs susah dihubungiii
Iqbal Fadhillah,Gojek,1,2026-04-20 13:13:50,pdhal mah saya selalu dpt trs namun SDH d kecewain saya malah kaga dpt dpt hadeuhh,pdhal mah selalu dpt trs sudah d kecewain malah kaga dpt dpt hadeuhh
Arif Cahyono,Gojek,5,2026-04-20 13:05:00,kiriman cepat dan sesuai,kirim cepat sesuai
arya husin,Gojek,5,2026-04-20 12:44:43,simple,simple
ferdy gartin,Gojek,5,2026-04-20 12:44:25,gojek keren,gojek keren
umarr,Gojek,1,2026-04-20 12:43:30,nganter makanan lama,nganter makan lama
Yulia Rahmi Salamah,Gojek,5,2026-04-20 12:23:57,Setiap pesanan cepat sampainya,pesan cepat sampai
Muhammad Faujan,Gojek,5,2026-04-20 12:20:36,"memang gak ada lawan , aplikasi gojek ini..cepat dan mudah digunakan, pelayanan dari gojek pun, memuaskan",memang tidak lawan aplikasi gojek inicepat mudah guna layan gojek muas
Kleinea Bruski azal'auki,Gojek,5,2026-04-20 12:17:52,bagus sihh cuman aku sering udah pesen tapi itu kepesen lagi itu buat kita bayar dua kali atau di marahin padahal gw gak pesen dua tapi Dateng nya dua,bagus sihh cuman saya sering sudah sen itu sen itu buat bayar kali di marahin padahal saya tidak sen tapi dateng nya
Johannes siahaan,Gojek,1,2026-04-20 12:02:10,"gocar nya enggak jelas, enggak niat nyari duit apa gimana, sudah dekat tapi malah pergi menjauh, mutar mutar gak jelas, setengah jam kemudian di batalkan. buang buang waktu. hama",go car nya enggak jelas enggak niat nyari duit apa bagaimana dekat malah pergi jauh mutar mutar tidak jelas tengah jam kemudian batal buang buang waktu hama
Santie Hegon,Gojek,5,2026-04-20 12:00:03,good lah,good lah
Rehan Rehan,Gojek,5,2026-04-20 11:57:33,sangat membantu untuk perjalanan,sangat bantu jalan
Mur Ni,Gojek,1,2026-04-20 11:52:01,"aplikasi ngelek"" ptongan besar",aplikasi ngelek ptongan besar
Bibih Wijaya,Gojek,1,2026-04-20 11:33:45,susah bangey drivernya.,susah bangey drivernya
Ebon Sarban,Gojek,5,2026-04-20 11:32:51,tranportasi online terpercaya,tranportasi online percaya
Muhammad Kahfi,Gojek,5,2026-04-20 11:12:06,mantap,mantap
arif adi (adi),Gojek,5,2026-04-20 11:02:21,apk sangat luar biasa aku suka,apk sangat luar biasa saya suka
Muhammad Eka,Gojek,5,2026-04-20 10:57:13,Aman terpercaya mantab pokonya,aman percaya mantab poko
Parlin,Gojek,1,2026-04-20 10:42:09,apk ojol ampas dimap nya bnyak driver nya ga jam rawan ga cuaca buruk pas dibooking susah minta kali ga ada driver nya menerima bnyak ko driver ga jam sibuk pun susah nungguin smpai ke cancel tetap aja ga mau dapat driver nya,apk ojol ampas map nya bnyak pengemudi nya tidak jam rawan tidak cuaca buruk pas dibooking susah minta kali tidak pengemudi nya terima bnyak ko pengemudi tidak jam sibuk susah nungguin smpai cancel tetap aja tidak mau pengemudi nya
Vincentius Calvin Ananda,Gojek,5,2026-04-20 10:37:49,Mantap Banyak diskon,mantap banyak diskon
Septianiwulan Sari,Gojek,5,2026-04-20 10:24:27,banyak promo,banyak promo
Nurul Hidayati,Gojek,5,2026-04-20 10:17:19,lebih murah,lebih murah
Sri susanti,Gojek,5,2026-04-20 10:15:21,pengalaman saya selama pakai Gojek-Transportasi semua nya sudah oke 👍🙏,alam lama pakai gojektransportasi semua nya baik
Feny Dianawati,Gojek,5,2026-04-20 10:13:56,good job😍😘,good job
Princess Zendaya,Gojek,5,2026-04-20 10:11:14,keren banget min,keren banget min
Vino Erdias,Gojek,1,2026-04-20 10:10:10,"aktifinn fitur gopay later saya dong , gimana deh ? maasa udh 2 tahun ga bisa di aktifin lagi",aktifinn fitur gopay later dong bagaimana deh maasa sudah tahun tidak di aktifin
Kundori Laras,Gojek,5,2026-04-20 10:05:16,mantap gojek,mantap gojek
Ncy Gunawan,Gojek,5,2026-04-20 09:39:49,"cepat, tepat, bersih, sopan, salam, sopan,santun, murah",cepat tepat bersih sopan salam sopansantun murah
Nur Yani,Gojek,4,2026-04-20 09:39:45,"sangat membantu sekali apalagi klo urgency pergi"" mendadak pas gk ada motor",sangat bantu sekali kalau urgency pergi dadak pas tidak motor
wahyuni yondrianto,Gojek,5,2026-04-20 09:36:26,driver ramah,pengemudi ramah
Ave_alvino_ya -,Gojek,5,2026-04-20 09:27:45,sangat memuaskan,sangat muas
Dodi Kristiyanto (Dodi),Gojek,1,2026-04-20 09:25:48,driver mobil nya pada ga mau ambil penumpang dengan alesan Krn kejauhan...,pengemudi mobil nya tidak mau ambil tumpang alesan karena jauh
Zenal Deden,Gojek,5,2026-04-20 09:21:47,"pertama kali pesen gojek, masih belibet",pertama kali sen gojek belibet
Erning Wardani,Gojek,2,2026-04-20 09:06:46,"gopay later buat bayar listrik biasanya sekali foto langsung bisa, ini sampe 3x gagal teross, waktu masuk lagi, malah dibilang ""kesalahan data"" dan gak bisa dipake lagi sampe 1x24jam, tambah lama tambah ribet, padahal dulu juga gak pake foto aman2 aja, dan gak pernah telat bayar.",gopay later buat bayar listrik biasa sekali foto langsung ini sampe x gagal teross waktu masuk malah bilang salah data tidak dipake sampe xjam tambah lama tambah ribet padahal dulu tidak pakai foto aman aja tidak pernah telat bayar
